id,custId,custName,account,method,merchant,location,device,ip,amount,score,risk,status,dt
TX-003606,CUST-0464,Usman Butt,51555942135,Card,Careem,London,Windows PC,196.90.18.223,9221.05,78,High,Flagged,4/11/2026 7:35
TX-003607,CUST-0497,Noor Butt,2.38781E+11,Bank Transfer,Daraz,New York,Windows PC,178.31.174.100,2083.64,10,Low,Cleared,4/17/2026 7:26
TX-003608,CUST-0349,Sara Malik,7.35911E+11,Card,Daraz,New York,Windows PC,156.171.131.115,1413.52,89,Critical,Blocked,4/11/2026 16:46
TX-003609,CUST-0760,Fatima Iqbal,2.98642E+11,Bank Transfer,Steam,London,MacBook,136.137.124.132,6051.07,33,Medium,Under Review,3/31/2026 17:57
TX-003610,CUST-0807,Usman Sheikh,8.16984E+11,ATM,Daraz,Karachi,Tablet,175.145.236.239,4348.47,63,High,Flagged,4/16/2026 16:37
TX-003611,CUST-0757,Hassan Raza,7.66515E+11,ATM,Steam,Lahore,iPhone,132.120.28.97,6498.04,25,Low,Cleared,4/9/2026 4:23
TX-003612,CUST-0888,Noor Butt,8.82257E+11,Wallet,Careem,New York,Tablet,43.236.231.185,5533.31,37,Medium,Under Review,4/10/2026 11:52
TX-003613,CUST-0454,Ali Raza,1.99988E+11,UPI,Steam,London,MacBook,166.65.214.66,3334.2,65,High,Flagged,4/14/2026 11:05
TX-003614,CUST-0986,Hassan Farooq,4.31911E+11,ATM,Careem,Dubai,iPhone,37.163.53.178,4788.6,62,High,Flagged,3/26/2026 19:03
TX-003615,CUST-0578,Usman Sheikh,2.17773E+11,Wallet,AliExpress,London,iPhone,107.102.25.72,5524.31,52,Medium,Under Review,3/30/2026 12:38
TX-003616,CUST-0028,Mariam Malik,7.49116E+11,Wallet,Careem,Lahore,Android,219.207.238.179,3314.55,60,Medium,Under Review,4/20/2026 8:20
TX-003617,CUST-0731,Noor Qureshi,5.65896E+11,Wallet,Amazon,London,Tablet,120.61.23.59,1988.58,47,Medium,Under Review,4/1/2026 13:19
TX-003618,CUST-0687,Ayesha Syed,7.70363E+11,Wallet,Steam,Karachi,iPhone,244.184.200.170,4528.6,84,Critical,Flagged,4/17/2026 17:38
TX-003619,CUST-0852,Ayesha Sheikh,9.58573E+11,UPI,Binance,London,MacBook,73.170.2.30,5482.85,60,Medium,Under Review,4/1/2026 13:17
TX-003620,CUST-0018,Sara Malik,5.81691E+11,Card,Uber,Karachi,iPhone,248.250.154.201,6189.58,99,Critical,Blocked,4/21/2026 1:51
TX-003621,CUST-0819,Ahmed Raza,1.35371E+11,UPI,Shopify,Lahore,Tablet,136.35.139.189,3310.14,23,Low,Cleared,3/31/2026 16:39
TX-003622,CUST-0498,Mariam Syed,4.32098E+11,Card,AliExpress,New York,MacBook,239.133.52.92,9502.64,86,Critical,Blocked,3/26/2026 5:02
TX-003623,CUST-0889,Sara Ansari,41988730113,UPI,Binance,London,Tablet,226.176.14.104,8173.52,90,Critical,Blocked,4/10/2026 22:10
TX-003624,CUST-0359,Ahmed Butt,9.06627E+11,Wallet,Binance,Islamabad,Tablet,183.189.82.77,8854.98,44,Medium,Under Review,4/20/2026 6:42
TX-003625,CUST-0087,Bilal Malik,8.12592E+11,ATM,Daraz,New York,Android,151.189.34.224,4688.4,52,Medium,Under Review,4/2/2026 7:32
TX-003626,CUST-0795,Fatima Syed,9.17072E+11,UPI,Amazon,Lahore,Android,195.247.160.132,1937.36,54,Medium,Under Review,4/7/2026 16:44
TX-003627,CUST-0766,Mariam Butt,2.2268E+11,Bank Transfer,Shopify,Islamabad,iPhone,21.91.139.168,7611.61,94,Critical,Blocked,4/9/2026 10:58
TX-003628,CUST-0161,Usman Ansari,1.38229E+11,Card,Daraz,Dubai,Android,169.232.61.230,5576.5,60,Medium,Under Review,4/24/2026 8:26
TX-003629,CUST-0088,Hamza Farooq,6.96661E+11,Bank Transfer,Shopify,New York,iPhone,20.112.128.249,3013.23,28,Low,Cleared,3/26/2026 17:09
TX-003630,CUST-0157,Sara Malik,9.8415E+11,UPI,Careem,Islamabad,MacBook,70.32.33.100,4136.22,28,Low,Cleared,4/23/2026 5:13
TX-003631,CUST-0605,Hassan Qureshi,6.7852E+11,Bank Transfer,Shopify,Islamabad,Windows PC,102.141.23.122,6301.77,3,Low,Cleared,4/9/2026 9:11
TX-003632,CUST-0865,Ayesha Butt,9.34535E+11,Card,Steam,Islamabad,MacBook,242.227.108.54,5251.38,43,Medium,Under Review,3/25/2026 22:57
TX-003633,CUST-0232,Fatima Qureshi,5.081E+11,Wallet,Careem,New York,MacBook,14.56.81.110,6877.19,92,Critical,Blocked,4/16/2026 19:28
TX-003634,CUST-0026,Ahmed Ansari,7.39058E+11,ATM,Amazon,New York,Android,251.53.120.94,9304.83,24,Low,Cleared,3/30/2026 16:32
TX-003635,CUST-0635,Ali Iqbal,1.26478E+11,UPI,Uber,London,Android,145.99.12.202,2610.27,51,Medium,Under Review,4/19/2026 20:28
TX-003636,CUST-0823,Hamza Raza,5.98852E+11,ATM,Shopify,Islamabad,Windows PC,6.105.181.10,7205.19,64,High,Flagged,4/15/2026 13:14
TX-003637,CUST-0183,Usman Butt,6.71165E+11,ATM,Binance,New York,Android,184.157.209.232,8080.34,67,High,Flagged,3/30/2026 5:32
TX-003638,CUST-0554,Bilal Khan,7.57325E+11,Bank Transfer,Steam,Karachi,Tablet,20.199.174.162,9692.43,93,Critical,Blocked,3/29/2026 2:55
TX-003639,CUST-0316,Hamza Butt,4.67088E+11,Card,Daraz,New York,Windows PC,146.143.65.88,3543.52,48,Medium,Under Review,4/18/2026 5:58
TX-003640,CUST-0954,Hassan Malik,2.84067E+11,ATM,Daraz,Dubai,iPhone,128.4.241.38,5885.32,32,Medium,Under Review,4/9/2026 12:47
TX-003641,CUST-0512,Ahmed Khan,8.95333E+11,UPI,AliExpress,Karachi,MacBook,94.229.127.42,2124.11,60,Medium,Under Review,4/16/2026 14:40
TX-003642,CUST-0404,Sara Malik,9.45239E+11,UPI,Binance,Lahore,Tablet,157.40.86.105,3351.07,71,High,Flagged,3/27/2026 19:35
TX-003643,CUST-0390,Hamza Sheikh,4.45149E+11,Bank Transfer,Uber,London,iPhone,245.221.137.17,3434.75,32,Medium,Under Review,4/5/2026 2:21
TX-003644,CUST-0899,Mariam Iqbal,5.66847E+11,Wallet,Binance,Lahore,iPhone,215.105.220.231,5659.49,64,High,Flagged,4/24/2026 16:41
TX-003645,CUST-0506,Ayesha Sheikh,4.02897E+11,Card,Daraz,London,Windows PC,161.202.30.253,1673.21,29,Low,Cleared,4/14/2026 12:39
TX-003646,CUST-0331,Hamza Iqbal,9.02586E+11,UPI,Binance,London,Tablet,211.247.254.130,1585.85,20,Low,Cleared,3/29/2026 6:03
TX-003647,CUST-0258,Usman Farooq,2.65848E+11,Card,Amazon,Karachi,iPhone,36.154.48.120,1083.27,11,Low,Cleared,4/4/2026 1:19
TX-003648,CUST-0985,Hamza Farooq,9.5334E+11,Bank Transfer,Binance,Islamabad,MacBook,28.72.21.20,3929.83,17,Low,Cleared,4/18/2026 16:23
TX-003649,CUST-0646,Hamza Syed,7.33803E+11,UPI,Careem,London,Android,160.21.29.8,5988.21,26,Low,Cleared,3/27/2026 20:56
TX-003650,CUST-0720,Bilal Qureshi,1.68813E+11,Wallet,Amazon,Islamabad,MacBook,65.190.71.36,8086.23,98,Critical,Blocked,3/26/2026 18:03
TX-003651,CUST-0538,Fatima Butt,7.20705E+11,Card,Careem,Karachi,Tablet,53.86.201.89,2550.89,33,Medium,Under Review,4/16/2026 2:28
TX-003652,CUST-0723,Usman Iqbal,4.14678E+11,Wallet,AliExpress,New York,Windows PC,117.217.2.43,4839.41,55,Medium,Under Review,3/29/2026 8:58
TX-003653,CUST-0189,Hamza Farooq,1.14157E+11,Card,AliExpress,Dubai,iPhone,114.90.147.237,1751.49,71,High,Flagged,3/28/2026 7:27
TX-003654,CUST-0602,Fatima Qureshi,6.74958E+11,UPI,Careem,Dubai,MacBook,230.203.39.227,4307.73,40,Medium,Under Review,3/29/2026 20:08
TX-003655,CUST-0831,Ali Qureshi,7.32371E+11,Bank Transfer,Binance,London,Tablet,24.19.136.100,1692.52,66,High,Flagged,4/9/2026 21:53
TX-003656,CUST-0545,Ali Raza,57776320694,Wallet,Uber,Dubai,Windows PC,26.142.239.67,6919.83,90,Critical,Blocked,4/15/2026 5:45
TX-003657,CUST-0539,Noor Raza,3.04827E+11,Bank Transfer,Shopify,Dubai,MacBook,150.161.149.68,3466.25,16,Low,Cleared,4/15/2026 14:16
TX-003658,CUST-0827,Usman Farooq,3.71676E+11,Wallet,Uber,London,Android,202.126.121.199,7828.89,7,Low,Cleared,4/8/2026 5:30
TX-003659,CUST-0238,Ali Farooq,6.69185E+11,Bank Transfer,Careem,London,iPhone,139.31.74.206,3910.5,99,Critical,Blocked,4/19/2026 7:16
TX-003660,CUST-0980,Ayesha Ansari,7.865E+11,ATM,Amazon,Islamabad,MacBook,161.29.31.200,9757.33,93,Critical,Blocked,4/13/2026 12:09
TX-003661,CUST-0884,Zain Malik,8.34464E+11,ATM,Uber,Islamabad,Android,14.198.26.51,1957.57,29,Low,Cleared,4/17/2026 4:48
TX-003662,CUST-0502,Hamza Sheikh,9.16521E+11,UPI,Daraz,Karachi,iPhone,110.65.167.100,425.96,0,Low,Cleared,4/8/2026 2:50
TX-003663,CUST-0551,Ahmed Raza,6.64938E+11,ATM,Careem,Dubai,Android,53.162.11.42,9411.39,18,Low,Cleared,3/25/2026 19:13
TX-003664,CUST-0839,Ali Qureshi,2.5309E+11,ATM,AliExpress,London,Windows PC,197.46.5.248,8533.55,72,High,Flagged,4/16/2026 2:42
TX-003665,CUST-0073,Mariam Sheikh,1.1388E+11,Wallet,Uber,Dubai,MacBook,254.168.23.149,9389.3,56,Medium,Under Review,3/31/2026 22:56
TX-003666,CUST-0186,Usman Qureshi,8.81063E+11,ATM,Shopify,Karachi,Windows PC,40.62.65.145,5837.09,1,Low,Cleared,4/21/2026 7:11
TX-003667,CUST-0666,Zain Malik,4.6087E+11,ATM,AliExpress,London,Windows PC,132.13.68.135,1762.3,25,Low,Cleared,3/26/2026 8:48
TX-003668,CUST-0407,Noor Iqbal,1.11558E+11,Bank Transfer,Uber,Dubai,Android,128.163.137.44,1176.45,80,High,Flagged,4/3/2026 18:02
TX-003669,CUST-0471,Hamza Sheikh,2.58434E+11,Bank Transfer,Uber,Dubai,Windows PC,16.36.194.109,4746.67,42,Medium,Under Review,4/6/2026 7:03
TX-003670,CUST-0766,Usman Ansari,3.79223E+11,Card,Steam,London,Tablet,10.68.253.17,6495.66,40,Medium,Under Review,4/13/2026 17:20
TX-003671,CUST-0374,Hassan Butt,2.98837E+11,UPI,Amazon,Islamabad,Android,48.226.222.239,1087.74,66,High,Flagged,4/6/2026 2:00
TX-003672,CUST-0820,Hassan Sheikh,8.02612E+11,UPI,AliExpress,Islamabad,Android,129.226.61.192,8920.71,45,Medium,Under Review,3/28/2026 13:30
TX-003673,CUST-0906,Fatima Qureshi,5.09011E+11,ATM,Uber,Dubai,MacBook,222.80.184.218,8401.45,42,Medium,Under Review,4/14/2026 8:01
TX-003674,CUST-0223,Hassan Sheikh,1.98726E+11,Bank Transfer,Binance,Lahore,MacBook,95.123.21.249,788.28,39,Medium,Under Review,3/26/2026 16:28
TX-003675,CUST-0496,Fatima Iqbal,7.69434E+11,Card,Steam,Karachi,iPhone,20.225.66.48,2428.88,10,Low,Cleared,4/1/2026 6:49
TX-003676,CUST-0072,Mariam Sheikh,7.74887E+11,Card,Steam,London,Tablet,1.47.64.104,8257.52,95,Critical,Blocked,3/30/2026 7:23
TX-003677,CUST-0606,Hassan Sheikh,4.56757E+11,Bank Transfer,Binance,Karachi,Tablet,122.220.80.1,1517.71,31,Medium,Under Review,3/26/2026 23:22
TX-003678,CUST-0079,Hassan Iqbal,2.295E+11,Wallet,Shopify,London,iPhone,43.175.178.3,8272.43,18,Low,Cleared,4/13/2026 15:27
TX-003679,CUST-0641,Bilal Butt,8.68667E+11,Card,Amazon,London,Windows PC,228.149.87.76,8047.86,36,Medium,Under Review,4/5/2026 18:44
TX-003680,CUST-0242,Usman Qureshi,4.51383E+11,UPI,AliExpress,Islamabad,Android,229.220.179.123,4068.37,66,High,Flagged,4/4/2026 23:56
TX-003681,CUST-0725,Mariam Khan,1.81421E+11,Wallet,Daraz,Islamabad,Tablet,90.60.154.176,3895.73,77,High,Flagged,3/31/2026 2:39
TX-003682,CUST-0085,Mariam Ansari,5.96249E+11,Wallet,Uber,New York,MacBook,18.172.151.221,407.79,65,High,Flagged,4/15/2026 17:52
TX-003683,CUST-0241,Noor Iqbal,1.34643E+11,Bank Transfer,AliExpress,London,Tablet,209.24.141.36,8768.7,7,Low,Cleared,4/7/2026 3:34
TX-003684,CUST-0233,Hamza Butt,1.70017E+11,ATM,Amazon,Dubai,MacBook,18.134.135.24,3345.38,41,Medium,Under Review,4/8/2026 6:06
TX-003685,CUST-0726,Hamza Malik,1.46314E+11,ATM,Amazon,London,MacBook,59.130.156.53,6197.91,40,Medium,Under Review,3/31/2026 0:32
TX-003686,CUST-0782,Ahmed Qureshi,5008660601,ATM,Binance,New York,Windows PC,64.76.69.9,2486.57,12,Low,Cleared,4/20/2026 13:43
TX-003687,CUST-0577,Ali Malik,8.47148E+11,UPI,Daraz,Karachi,MacBook,47.43.144.60,7515.88,90,Critical,Blocked,3/31/2026 7:28
TX-003688,CUST-0123,Bilal Qureshi,6.78787E+11,UPI,Shopify,London,Tablet,128.142.123.39,8994.29,57,Medium,Under Review,4/9/2026 21:47
TX-003689,CUST-0623,Hassan Farooq,9.70398E+11,ATM,Careem,Lahore,Tablet,114.168.67.147,8208.15,48,Medium,Under Review,4/19/2026 23:17
TX-003690,CUST-0762,Bilal Raza,4.17706E+11,Card,Daraz,New York,Windows PC,125.58.187.3,2896.4,79,High,Flagged,4/4/2026 8:37
TX-003691,CUST-0930,Sara Farooq,1.22488E+11,Card,Careem,Dubai,MacBook,207.73.89.246,8052.47,18,Low,Cleared,4/16/2026 4:53
TX-003692,CUST-0507,Fatima Raza,9.93711E+11,Wallet,Shopify,Dubai,iPhone,159.58.84.51,5124.17,56,Medium,Under Review,4/23/2026 2:26
TX-003693,CUST-0303,Ali Syed,5.5567E+11,Bank Transfer,AliExpress,Dubai,iPhone,48.18.174.124,8033.91,65,High,Flagged,4/18/2026 22:54
TX-003694,CUST-0132,Ayesha Sheikh,5.7249E+11,Bank Transfer,Binance,Karachi,Tablet,155.101.147.94,4980.69,57,Medium,Under Review,4/22/2026 2:43
TX-003695,CUST-0888,Noor Ansari,76235937437,Card,Daraz,London,Windows PC,36.57.186.106,1070.28,93,Critical,Blocked,4/17/2026 9:15
TX-003696,CUST-0324,Fatima Iqbal,1.36087E+11,Bank Transfer,Shopify,Karachi,iPhone,69.209.96.203,7436.34,62,High,Flagged,4/4/2026 18:30
TX-003697,CUST-0711,Ahmed Khan,7.64077E+11,Wallet,Daraz,New York,Windows PC,94.177.65.242,5471.67,27,Low,Cleared,3/29/2026 11:55
TX-003698,CUST-0553,Hassan Khan,7.33111E+11,Card,AliExpress,London,iPhone,115.141.229.237,1741.34,6,Low,Cleared,4/15/2026 18:34
TX-003699,CUST-0412,Sara Syed,47191523797,Bank Transfer,AliExpress,Karachi,MacBook,242.196.225.54,7241.65,28,Low,Cleared,4/15/2026 22:02
TX-003700,CUST-0848,Usman Syed,9.04983E+11,ATM,AliExpress,Islamabad,Android,60.23.180.43,3078.34,80,High,Flagged,4/14/2026 5:07
TX-003701,CUST-0390,Ali Qureshi,42412366777,Bank Transfer,Uber,Karachi,MacBook,201.138.202.83,1851.37,62,High,Flagged,4/7/2026 16:23
TX-003702,CUST-0245,Ayesha Khan,9.87477E+11,UPI,Careem,Dubai,MacBook,121.21.77.146,5163.65,27,Low,Cleared,3/26/2026 22:25
TX-003703,CUST-0315,Mariam Qureshi,8.46657E+11,Wallet,Steam,Dubai,iPhone,166.209.35.70,5793.24,70,High,Flagged,4/6/2026 15:51
TX-003704,CUST-0419,Bilal Khan,1.63543E+11,Bank Transfer,Amazon,New York,Android,240.144.124.177,8635.23,16,Low,Cleared,4/10/2026 17:18
TX-003705,CUST-0165,Noor Khan,7.8667E+11,Bank Transfer,Careem,London,iPhone,176.64.192.37,1205.97,28,Low,Cleared,4/15/2026 19:17
TX-003706,CUST-0874,Ahmed Ansari,1.58748E+11,Wallet,Amazon,Dubai,Windows PC,118.188.142.3,2623.23,63,High,Flagged,4/9/2026 4:23
TX-003707,CUST-0901,Bilal Iqbal,72555072458,ATM,Steam,London,iPhone,29.107.133.238,6831.26,72,High,Flagged,3/26/2026 11:19
TX-003708,CUST-0557,Sara Iqbal,4.31128E+11,Wallet,Shopify,Lahore,iPhone,101.210.113.222,4439.39,88,Critical,Blocked,4/19/2026 22:17
TX-003709,CUST-0896,Hamza Ansari,9.27347E+11,Card,Uber,New York,Windows PC,20.111.137.172,4580.05,28,Low,Cleared,3/27/2026 13:26
TX-003710,CUST-0017,Sara Qureshi,2.24996E+11,Card,Uber,London,MacBook,55.80.46.42,6806.54,62,High,Flagged,4/22/2026 21:45
TX-003711,CUST-0549,Hassan Raza,9.59719E+11,Card,Shopify,Dubai,Tablet,31.34.65.133,6118.01,45,Medium,Under Review,4/16/2026 3:18
TX-003712,CUST-0686,Fatima Butt,2.54168E+11,Card,AliExpress,London,iPhone,26.64.203.137,474.88,58,Medium,Under Review,4/20/2026 5:13
TX-003713,CUST-0658,Mariam Raza,2.45499E+11,Bank Transfer,Careem,Islamabad,Windows PC,144.137.88.29,8338.65,69,High,Flagged,4/21/2026 11:36
TX-003714,CUST-0904,Ahmed Raza,7.77621E+11,ATM,Uber,London,Android,228.239.68.132,4648.84,13,Low,Cleared,4/24/2026 16:49
TX-003715,CUST-0978,Ayesha Ansari,8.85465E+11,UPI,Steam,New York,Windows PC,162.40.242.40,2757.58,46,Medium,Under Review,4/13/2026 20:25
TX-003716,CUST-0997,Ayesha Sheikh,9.78574E+11,Bank Transfer,Steam,Lahore,Windows PC,142.189.17.16,4325.76,11,Low,Cleared,4/4/2026 13:36
TX-003717,CUST-0062,Ahmed Iqbal,4.34879E+11,Wallet,Uber,Islamabad,iPhone,232.21.167.70,7270.56,88,Critical,Blocked,3/28/2026 19:07
TX-003718,CUST-0211,Usman Butt,7.51236E+11,ATM,Steam,Dubai,iPhone,175.101.147.110,5100.34,81,Critical,Flagged,4/18/2026 8:49
TX-003719,CUST-0589,Bilal Malik,7.37539E+11,ATM,Steam,New York,iPhone,69.13.68.220,5518.76,94,Critical,Blocked,4/4/2026 0:54
TX-003720,CUST-0259,Ali Syed,8.44787E+11,ATM,Careem,Lahore,Tablet,3.2.53.51,1027.03,21,Low,Cleared,4/17/2026 6:33
TX-003721,CUST-0377,Mariam Butt,5.43432E+11,Wallet,Binance,London,MacBook,68.135.171.158,6365.2,98,Critical,Blocked,4/3/2026 7:01
TX-003722,CUST-0518,Hamza Syed,9.81232E+11,Bank Transfer,Uber,Islamabad,Tablet,15.202.209.132,8451.73,75,High,Flagged,3/30/2026 17:43
TX-003723,CUST-0864,Hamza Qureshi,4.49159E+11,Wallet,Shopify,Islamabad,Tablet,241.61.243.253,6017.8,9,Low,Cleared,4/2/2026 4:48
TX-003724,CUST-0137,Ayesha Qureshi,8515705627,ATM,Careem,Islamabad,Tablet,58.250.116.56,7834.1,78,High,Flagged,4/9/2026 20:15
TX-003725,CUST-0094,Ali Sheikh,5.00556E+11,UPI,Binance,Lahore,Windows PC,137.45.39.45,9794.23,40,Medium,Under Review,4/22/2026 10:54
TX-003726,CUST-0357,Noor Ansari,7.33698E+11,UPI,Careem,New York,Tablet,208.205.8.33,1157.82,59,Medium,Under Review,4/20/2026 22:24
TX-003727,CUST-0434,Mariam Syed,8.082E+11,Card,Binance,London,iPhone,72.41.74.5,5127.45,28,Low,Cleared,3/31/2026 23:27
TX-003728,CUST-0292,Hassan Raza,6.18224E+11,Card,Shopify,London,iPhone,67.26.4.166,8753.75,22,Low,Cleared,4/2/2026 2:12
TX-003729,CUST-0238,Fatima Raza,2.84071E+11,Wallet,Shopify,Karachi,Tablet,160.108.224.209,4568.59,6,Low,Cleared,4/6/2026 23:25
TX-003730,CUST-0080,Hamza Farooq,2.78671E+11,Bank Transfer,AliExpress,Islamabad,iPhone,246.166.34.112,2214.9,50,Medium,Under Review,4/13/2026 16:16
TX-003731,CUST-0429,Ahmed Sheikh,4.97929E+11,Bank Transfer,Uber,Lahore,Android,118.180.118.68,8554.22,82,Critical,Flagged,3/26/2026 7:07
TX-003732,CUST-0436,Hassan Syed,9.70888E+11,Wallet,AliExpress,Islamabad,Tablet,87.189.227.18,4444.83,4,Low,Cleared,4/2/2026 16:35
TX-003733,CUST-0171,Usman Farooq,2.45598E+11,Bank Transfer,Steam,Karachi,MacBook,153.246.10.225,5426.92,55,Medium,Under Review,4/11/2026 5:34
TX-003734,CUST-0982,Fatima Raza,7.49551E+11,Wallet,Careem,Karachi,Android,135.231.133.175,6175.95,83,Critical,Flagged,4/19/2026 15:54
TX-003735,CUST-0370,Zain Qureshi,4.73702E+11,UPI,Careem,London,MacBook,121.86.210.2,2926.63,52,Medium,Under Review,4/1/2026 4:43
TX-003736,CUST-0648,Hamza Sheikh,7.41046E+11,Card,Uber,Lahore,MacBook,118.80.115.183,8975.23,53,Medium,Under Review,4/12/2026 11:14
TX-003737,CUST-0027,Usman Ansari,8.03825E+11,Wallet,Binance,Islamabad,iPhone,136.132.112.167,5088.38,79,High,Flagged,4/15/2026 7:42
TX-003738,CUST-0360,Ali Butt,4.52587E+11,Card,AliExpress,London,Tablet,229.169.55.85,9506.65,6,Low,Cleared,4/8/2026 19:35
TX-003739,CUST-0435,Ayesha Malik,8.85989E+11,UPI,Daraz,Karachi,Tablet,191.141.28.63,404.13,98,Critical,Blocked,4/17/2026 1:07
TX-003740,CUST-0988,Usman Raza,24599077518,ATM,Uber,Karachi,Windows PC,249.34.162.65,2087.24,56,Medium,Under Review,4/9/2026 6:03
TX-003741,CUST-0984,Ahmed Farooq,1.63023E+11,UPI,AliExpress,Karachi,Tablet,119.52.86.239,4374.63,77,High,Flagged,4/12/2026 5:31
TX-003742,CUST-0866,Ahmed Qureshi,3.21782E+11,UPI,Steam,London,Tablet,125.11.135.114,3059.52,68,High,Flagged,3/31/2026 0:10
TX-003743,CUST-0270,Ali Farooq,39283689011,Card,Daraz,Karachi,Windows PC,4.133.253.48,7543.02,49,Medium,Under Review,4/2/2026 12:58
TX-003744,CUST-0891,Mariam Syed,6.62439E+11,Wallet,Uber,New York,MacBook,74.123.62.89,3382.48,37,Medium,Under Review,3/26/2026 6:47
TX-003745,CUST-0660,Noor Ansari,4.40883E+11,Card,Steam,Islamabad,MacBook,225.225.95.64,620.23,58,Medium,Under Review,3/31/2026 16:17
TX-003746,CUST-0851,Ayesha Sheikh,4.04998E+11,ATM,Binance,Dubai,iPhone,146.170.33.135,8990.87,83,Critical,Flagged,4/11/2026 9:37
TX-003747,CUST-0650,Bilal Sheikh,60440546821,Wallet,Uber,Karachi,iPhone,173.212.166.170,7175.12,21,Low,Cleared,4/3/2026 13:22
TX-003748,CUST-0615,Ayesha Farooq,8.05471E+11,Wallet,AliExpress,New York,Windows PC,239.51.157.119,7418.97,12,Low,Cleared,4/9/2026 14:09
TX-003749,CUST-0883,Sara Khan,5.87786E+11,Wallet,Daraz,Lahore,Tablet,180.237.168.194,7197.43,48,Medium,Under Review,4/17/2026 15:07
TX-003750,CUST-0013,Usman Butt,4.56258E+11,Wallet,Daraz,Lahore,Windows PC,172.11.22.119,2693.75,13,Low,Cleared,3/28/2026 4:08
TX-003751,CUST-0105,Fatima Syed,2.19887E+11,ATM,AliExpress,London,MacBook,178.205.122.52,8644.4,85,Critical,Blocked,4/3/2026 17:11
TX-003752,CUST-0575,Hassan Ansari,1.59698E+11,Wallet,Careem,Islamabad,MacBook,24.163.118.58,8475.31,60,Medium,Under Review,3/26/2026 18:00
TX-003753,CUST-0973,Zain Raza,3.45452E+11,UPI,Binance,Karachi,Tablet,225.49.130.44,5677.69,81,Critical,Flagged,4/4/2026 16:09
TX-003754,CUST-0321,Hamza Sheikh,1.93455E+11,Wallet,Careem,Islamabad,iPhone,189.109.198.29,6451.94,26,Low,Cleared,4/7/2026 17:02
TX-003755,CUST-0672,Noor Iqbal,3.32741E+11,Bank Transfer,Steam,Islamabad,Android,190.66.124.103,8995.51,48,Medium,Under Review,3/27/2026 12:59
TX-003756,CUST-0100,Sara Butt,1.76059E+11,Wallet,Daraz,Dubai,Windows PC,104.233.122.51,9339.59,75,High,Flagged,4/5/2026 9:54
TX-003757,CUST-0567,Hamza Khan,3.09149E+11,Bank Transfer,Daraz,Lahore,Windows PC,219.108.187.124,9601.68,84,Critical,Flagged,4/5/2026 5:15
TX-003758,CUST-0750,Fatima Butt,5.59008E+11,UPI,Careem,London,Tablet,230.27.54.218,1296.37,63,High,Flagged,4/2/2026 2:55
TX-003759,CUST-0173,Usman Farooq,3.16501E+11,Wallet,Uber,New York,Android,115.124.133.201,7721.53,85,Critical,Blocked,4/21/2026 19:45
TX-003760,CUST-0064,Usman Syed,9.32498E+11,Card,Careem,Dubai,Android,178.22.92.41,6281.25,28,Low,Cleared,4/11/2026 10:52
TX-003761,CUST-0453,Hassan Butt,2.91698E+11,UPI,Uber,Islamabad,iPhone,13.66.240.219,9668.38,12,Low,Cleared,4/4/2026 13:31
TX-003762,CUST-0888,Ahmed Syed,1.49647E+11,Card,Binance,London,iPhone,1.130.116.221,1059.9,79,High,Flagged,4/5/2026 22:49
TX-003763,CUST-0674,Mariam Malik,8.93853E+11,Wallet,Daraz,New York,iPhone,169.60.102.63,789.95,80,High,Flagged,4/6/2026 16:30
TX-003764,CUST-0443,Ahmed Syed,92795974750,Wallet,Uber,Karachi,MacBook,223.228.93.143,8961.25,63,High,Flagged,4/4/2026 12:12
TX-003765,CUST-0850,Bilal Ansari,8.43393E+11,Card,Daraz,London,iPhone,214.250.118.212,5952.95,36,Medium,Under Review,4/6/2026 18:44
TX-003766,CUST-0356,Noor Raza,4.99951E+11,Bank Transfer,AliExpress,Islamabad,Windows PC,57.39.168.41,7952.65,96,Critical,Blocked,4/12/2026 0:46
TX-003767,CUST-0265,Sara Ansari,94874959902,Wallet,Shopify,New York,Tablet,230.102.185.48,9491.98,63,High,Flagged,3/31/2026 22:25
TX-003768,CUST-0951,Zain Syed,2.19882E+11,Card,AliExpress,Islamabad,Windows PC,113.134.17.109,9466.29,81,Critical,Flagged,3/28/2026 3:48
TX-003769,CUST-0699,Ayesha Ansari,1.51447E+11,UPI,AliExpress,Dubai,Windows PC,116.236.144.102,1599.63,75,High,Flagged,4/6/2026 11:21
TX-003770,CUST-0025,Mariam Raza,8.47007E+11,Wallet,Amazon,New York,Tablet,171.154.242.151,9394.82,64,High,Flagged,3/25/2026 21:30
TX-003771,CUST-0858,Zain Khan,4.95056E+11,Wallet,Daraz,Islamabad,iPhone,246.5.138.178,5378.33,63,High,Flagged,4/8/2026 19:46
TX-003772,CUST-0146,Hamza Ansari,4.67546E+11,Wallet,Steam,Lahore,Windows PC,3.81.216.224,8610.5,49,Medium,Under Review,4/10/2026 3:16
TX-003773,CUST-0631,Hamza Qureshi,8.47884E+11,UPI,Amazon,New York,Android,249.225.152.142,1386.19,8,Low,Cleared,4/3/2026 13:49
TX-003774,CUST-0972,Hamza Malik,5.84617E+11,Card,Daraz,Lahore,Tablet,60.182.68.70,9147.89,11,Low,Cleared,4/5/2026 16:06
TX-003775,CUST-0677,Zain Sheikh,8.9569E+11,UPI,Uber,Karachi,Tablet,223.102.254.92,1501.88,21,Low,Cleared,4/21/2026 22:17
